adversarial,34,pretrained,RFGSM,56.8686,0.1
adversarial,34,pretrained,STEP_LLC,77.749,0.1
adversarial,34,pretrained,CW2,1.0652,0.0237
adversarial,34,pretrained,DeepFool,0.1395,0.0035
adversarial,34,pretrained,BL-BFGS,0.5485,0.0164
adversarial,34,pretrained,FGSM,77.8636,0.1
adversarial,34,pretrained,PGD,47.5622,0.1
adversarial,34,pretrained,LLC,52.7375,0.1
adversarial,34,pretrained,UAP,2.5902,0.0621
adversarial,34,unpretrained,RFGSM,56.9581,0.1
adversarial,34,unpretrained,STEP_LLC,77.1734,0.1
adversarial,34,unpretrained,CW2,2.3904,0.1448
adversarial,34,unpretrained,DeepFool,2.0389,0.1369
adversarial,34,unpretrained,BL-BFGS,2.3595,0.1632
adversarial,34,unpretrained,FGSM,77.4546,0.1
adversarial,34,unpretrained,PGD,51.28,0.1
adversarial,34,unpretrained,LLC,53.0329,0.1
adversarial,34,unpretrained,UAP,23.3162,0.1
adversarial,50,pretrained,RFGSM,56.9234,0.1
adversarial,50,pretrained,STEP_LLC,77.8835,0.1
adversarial,50,pretrained,CW2,1.1353,0.0275
adversarial,50,pretrained,DeepFool,0.2325,0.0067
adversarial,50,pretrained,BL-BFGS,0.5935,0.0205
adversarial,50,pretrained,FGSM,77.8999,0.1
adversarial,50,pretrained,PGD,47.6137,0.1
adversarial,50,pretrained,LLC,52.4988,0.1
adversarial,50,pretrained,UAP,2.8981,0.092
adversarial,50,unpretrained,RFGSM,56.935,0.1
adversarial,50,unpretrained,STEP_LLC,78.1829,0.1
adversarial,50,unpretrained,CW2,6.4045,0.2198
adversarial,50,unpretrained,DeepFool,3.2484,0.1566
adversarial,50,unpretrained,BL-BFGS,7.2796,0.2867
adversarial,50,unpretrained,FGSM,77.8881,0.1
adversarial,50,unpretrained,PGD,53.2698,0.1
adversarial,50,unpretrained,LLC,53.509,0.1
adversarial,50,unpretrained,UAP,39.3309,0.1
adversarial,18,pretrained,RFGSM,56.9408,0.1
adversarial,18,pretrained,STEP_LLC,77.9025,0.1
adversarial,18,pretrained,CW2,0.9022,0.0176
adversarial,18,pretrained,DeepFool,0.1026,0.0026
adversarial,18,pretrained,BL-BFGS,0.4342,0.0131
adversarial,18,pretrained,FGSM,78.1019,0.1
adversarial,18,pretrained,PGD,47.6675,0.1
adversarial,18,pretrained,LLC,52.7663,0.1
adversarial,18,pretrained,UAP,1.9051,0.0498
adversarial,18,unpretrained,RFGSM,56.9716,0.1
adversarial,18,unpretrained,STEP_LLC,77.1356,0.1
adversarial,18,unpretrained,CW2,1.8461,0.1166
adversarial,18,unpretrained,DeepFool,1.631,0.1183
adversarial,18,unpretrained,BL-BFGS,1.7232,0.126
adversarial,18,unpretrained,FGSM,76.9248,0.1
adversarial,18,unpretrained,PGD,50.8214,0.1
adversarial,18,unpretrained,LLC,52.7994,0.1
adversarial,18,unpretrained,UAP,15.8825,0.1
